,classification_id,user_id,workflow_id,annotations,subject_ids,original_annotations
1654,389127063,1739047,20494,bent jets,71287230, bent jets
1655,389127063,1739047,20494,bright core,71287230, bright core
1656,389132105,1739047,20494,,71287098,galactic emission
1657,389132771,1739047,20494,compact,71287283,compact
1658,389132771,1739047,20494,stellar counterpart,71287283, no stellar counterpart
1659,389132771,1739047,20494,possible jet,71287283, possible jet
1660,389132771,1739047,20494,sided,71287283, one-sided
1661,389132855,1739047,20494,,71287108,galactic emission
1662,389132855,1739047,20494,traces,71287108, emission traces galaxy
1663,389132927,1739047,20494,,71287296,galactic emission
1664,389132927,1739047,20494,traces,71287296, emission traces galaxy
1665,389132998,1739047,20494,,71287077,galactic emission
1666,389132998,1739047,20494,traces,71287077, emission traces galaxy
1667,389133244,1739047,20494,extended,71287219,extended
1668,389133244,1739047,20494,linear,71287219, linear
1669,389133404,1739047,20494,extended,71287085,extended
1670,389133404,1739047,20494,faint,71287085, faint
1671,389133404,1739047,20494,possible artifact,71287085, possible artifact
1672,389133554,1739047,20494,possible artifact,71287123,possible artifact
1673,389133554,1739047,20494,compact,71287123, compact source
1674,389133638,1739047,20494,sided,71287091,one-sided
1675,389133638,1739047,20494,extended,71287091, extended
1676,389133753,1739047,20494,extended,71287246,extended
1677,389133753,1739047,20494,bent jets,71287246, bent jets
1678,389133753,1739047,20494,bright core,71287246, bright core
1679,389133809,1739047,20494,,71287024,galactic emission
1680,389133809,1739047,20494,traces,71287024, emission traces galaxy
1681,389133905,1739047,20494,compact,71287018,compact
1682,389133905,1739047,20494,traces,71287018, emission traces galaxy
1683,389397037,1739047,20494,visible,71287014,no visible galaxy
1684,389397037,1739047,20494,bent jets,71287014, bent jets
1685,389397160,1739047,20494,extended,71287249,extended
1686,389397160,1739047,20494,visible,71287249, no visible galaxy
1687,389397692,1739047,20494,visible,71287016,no visible galaxy
1688,389397692,1739047,20494,extended,71287016, extended
1689,389397954,1739047,20494,possible artifact,71287109,possible artifact
1690,389397954,1739047,20494,visible,71287109, no visible galaxy
1691,389397954,1739047,20494,extended,71287109, extended
1692,389398116,1739047,20494,extended,71287217,extended
1693,389398116,1739047,20494,bigger image,71287217, bigger than image
1694,389398116,1739047,20494,doubled sided jets,71287217, doubled-sided jets
1695,389398116,1739047,20494,bright jets,71287217, bright jets
1696,389398116,1739047,20494,faint core,71287217, faint core
1697,389398435,1739047,20494,visible,71287252,no visible galaxy
1698,389398435,1739047,20494,extended,71287252, extended
1699,389398435,1739047,20494,sided,71287252, one-sided
1700,389398435,1739047,20494,possible artifact,71287252, possible artifact
1701,389398707,1739047,20494,extended,71287210,extended
1702,389398707,1739047,20494,sided,71287210, one-sided
1703,389398707,1739047,20494,visible,71287210, no visible galaxy
1704,389398707,1739047,20494,possible artifact,71287210, possible artifact
1705,389398822,1739047,20494,follows,71287233,emission follows galaxy
1706,389398822,1739047,20494,scale,71287233, galactic scale emission
1707,389398822,1739047,20494,extended,71287233, extended
1708,389398822,1739047,20494,sided,71287233, one-sided
1709,389401037,1739047,20494,sided,71287148,one-sided
1710,389401126,1739047,20494,extended,71287017,extended
1711,389401126,1739047,20494,traces,71287017, emission traces galaxy
1712,389401202,1739047,20494,compact,71287079,compact
1713,389401392,1739047,20494,extended,71287291,extended
1714,389402700,1739047,20494,extended,71287063,extended
1715,389402700,1739047,20494,traces,71287063, emission traces galaxy
1716,389403185,1739047,20494,extended,71287198,extended
1717,389403185,1739047,20494,single component,71287198, single component
1718,389403317,1739047,20494,extended,71287015,extended
1719,389403317,1739047,20494,multiple component,71287015, multiple component
1720,389403789,1739047,20494,extended,71287192,extended
1721,389403866,1739047,20494,compact,71287243,compact
1722,389403866,1739047,20494,single component,71287243, single component
1723,389404288,1739047,20494,extended,71287143,extended
1724,389404288,1739047,20494,larger image,71287143, larger than image
1725,389404288,1739047,20494,bent jets,71287143, bent jets
1726,389405053,1739047,20494,possible artifact,71287215,possible artifact
1727,389405053,1739047,20494,false connection,71287215, false connection
1728,389405118,1739047,20494,follows,71287120,emission follows galaxy
1729,389405275,1739047,20494,possible artifact,71287035,possible artifact
1730,389405275,1739047,20494,false connection,71287035, false connection
1731,389405275,1739047,20494,follows,71287035, emission follows galaxy
1732,389405397,1739047,20494,extended,71287114,extended
1733,389405397,1739047,20494,double sided jets,71287114, double-sided jets
1734,389405397,1739047,20494,bent jets,71287114, bent jets
1735,389405397,1739047,20494,false connection,71287114, false connection
1736,389405397,1739047,20494,possible artifact,71287114, possible artifact
1737,389405623,1739047,20494,extended,71287067,extended
1738,389405623,1739047,20494,bent radio jets,71287067, bent radio jets
1739,389405721,1739047,20494,extended,71287224,extended
1740,389405721,1739047,20494,sided,71287224, one-sided
1741,389406331,1739047,20494,compact,71287097,compact
1742,389406385,1739047,20494,compact,71287157,compact
1743,389406385,1739047,20494,possible artifact,71287157, possible artifact
1744,389406490,1739047,20494,extended,71287078,extended
1745,389406490,1739047,20494,follows,71287078, emission follows galaxy
1746,389406490,1739047,20494,scale,71287078, galactic scale emission
1747,389406580,1739047,20494,extended,71287257,extended
1748,389406580,1739047,20494,double sided radio jets,71287257, double-sided radio jets
1749,389406580,1739047,20494,faint core,71287257, faint core
1750,389406764,1739047,20494,multi component,71287227,multi-component
1751,389406764,1739047,20494,radio jets,71287227, radio jets
1752,389406764,1739047,20494,asymmetric,71287227, asymmetric
1753,389406844,1739047,20494,extended,71287259,extended
1754,389406844,1739047,20494,sided,71287259, one-sided
1755,389407004,1739047,20494,extended,71286999,extended
1756,389407004,1739047,20494,larger image,71286999, larger than image
1757,389407060,1739047,20494,extended,71287178,extended
1758,389407060,1739047,20494,sided,71287178, one-sided
1759,389407060,1739047,20494,diffuse,71287178, diffuse
1760,389407611,1739047,20494,extended,71287287,extended
1761,389407611,1739047,20494,sided,71287287, one-sided
1762,389407611,1739047,20494,possible false connection,71287287, possible false connection
1763,389407683,1739047,20494,compact,71287285,compact
1764,389407852,1739047,20494,extended,71287269,extended
1765,389407852,1739047,20494,single component,71287269, single-component
1766,389407975,1739047,20494,extended,71287132,extended
1767,389407975,1739047,20494,diffuse,71287132, diffuse
1768,389407975,1739047,20494,double radio jet,71287132, double-radio jet
1769,389407975,1739047,20494,missing connection,71287132, missing connection
1770,389408100,1739047,20494,larger image,71287033,larger than image
1771,389408100,1739047,20494,double radio jet,71287033, double radio jet
1772,389408100,1739047,20494,missing connection,71287033, missing connection
1773,389408100,1739047,20494,bright core,71287033, bright core
1774,389408137,1739047,20494,double radio jet,71287100,double radio jet
1775,389408137,1739047,20494,faint core,71287100, faint core
1776,389408137,1739047,20494,symmetric,71287100, symmetric
1777,389916427,1739047,20494,double sided,71287294,double-sided
1778,389916427,1739047,20494,bent jets,71287294, bent jets
1779,389916427,1739047,20494,bright core,71287294, bright core
1780,389917282,1739047,20494,extended,71287144,extended
1781,389917282,1739047,20494,different brightness,71287144, different brightness
1782,389917456,1739047,20494,compact,71287031,compact
1783,389917456,1739047,20494,traces,71287031, emission traces galaxy
1784,389917640,1739047,20494,extended,71287193,extended
1785,389917640,1739047,20494,multi component,71287193, multi-component
1786,389917640,1739047,20494,bent jets,71287193, bent jets
1787,389917640,1739047,20494,bright core,71287193, bright core
1788,389917640,1739047,20494,asymmetric morphology,71287193, asymmetric morphology
1789,389918116,1739047,20494,bigger image,71287022,bigger than image
1790,389918116,1739047,20494,diffuse,71287022, diffuse
1791,389918116,1739047,20494,asymmetric morphology,71287022, asymmetric morphology
1792,389918412,1739047,20494,multi component,71287061,multi-component
1793,389918412,1739047,20494,double sided jets,71287061, double-sided jets
1794,389918412,1739047,20494,bright jets,71287061, bright jets
1795,389918412,1739047,20494,bent jet,71287061, bent jet
1796,389918997,1739047,20494,multi component,71287048,multi-component
1797,389918997,1739047,20494,sided,71287048, one-sided
1798,389919042,1739047,20494,single component,71287265,single component
1799,389919042,1739047,20494,traces,71287265, emission traces galaxy
1800,389919102,1739047,20494,single component,71287021,single component
1801,389919102,1739047,20494,traces,71287021, emission traces galaxy
1802,389919186,1739047,20494,larger image,71287106,larger than image
1803,389919186,1739047,20494,sided jet,71287106, one-sided jet
1804,389919186,1739047,20494,bright core,71287106, bright core
1805,389919186,1739047,20494,asymmetric morphology,71287106, asymmetric morphology
1806,389921088,1739047,20494,possible artifact,71287140,possible artifact
1807,389921088,1739047,20494,single component,71287140, single component
1808,389921174,1739047,20494,single component,71287244,single component
1809,389921174,1739047,20494,follows,71287244, emission follows galaxy
1810,389921269,1739047,20494,multi component,71287212,multi-component
1811,389921269,1739047,20494,diffuse,71287212, diffuse
1812,389921269,1739047,20494,asymmetric morphology,71287212, asymmetric morphology
1813,389921432,1739047,20494,multi component,71287095,multi-component
1814,389921432,1739047,20494,asymmetric morphology,71287095, asymmetric morphology
1815,389921432,1739047,20494,different brightness,71287095, different brightness
1816,389921432,1739047,20494,bright core,71287095, bright core
1817,389921593,1739047,20494,possible artifact,71287075,possible artifact
1818,389921593,1739047,20494,single component,71287075, single component
1819,389922280,1739047,20494,single component,71287209,single component
1820,389922280,1739047,20494,asymmetric morphology,71287209, asymmetric morphology
1821,389922790,1739047,20494,larger image,71287113,larger than image
1822,389922790,1739047,20494,diffuse,71287113, diffuse
1823,389922790,1739047,20494,multi component,71287113, multi-component
1824,389922790,1739047,20494,double sided jets,71287113, double-sided jets
1825,389922790,1739047,20494,possible false connection,71287113, possible false connection
1826,389922832,1739047,20494,single component,71287231,single component
1827,389922832,1739047,20494,traces,71287231, emission traces galaxy
1828,389922976,1739047,20494,multi component,71287290,multi-component
1829,389922976,1739047,20494,asymmetric morphology,71287290, asymmetric morphology
1830,389922976,1739047,20494,asymmetric brightnesses,71287290, asymmetric brightnesses
1831,389923040,1739047,20494,single component,71287074,single component
1832,389923040,1739047,20494,traces,71287074, emission traces galaxy
1833,389923365,1739047,20494,bigger image,71287093,bigger than image
1834,389923365,1739047,20494,multi component,71287093, multi-component
1835,389923365,1739047,20494,double sided jets,71287093, double-sided jets
1836,389923365,1739047,20494,bright core,71287093, bright core
1837,389923628,1739047,20494,multi component,71287019,multi-component
1838,389923628,1739047,20494,double sided jets,71287019, double-sided jets
1839,389923628,1739047,20494,faint core,71287019, faint core
1840,389923937,1739047,20494,possible artifact,71287129,possible artifact
1841,389923937,1739047,20494,single component,71287129, single component
1842,389924059,1739047,20494,multi component,71287104,multi-component
1843,389924059,1739047,20494,diffuse,71287104, diffuse
1844,389924059,1739047,20494,,71287104, 
1845,389924125,1739047,20494,single component,71287273,single component
1846,389924125,1739047,20494,traces,71287273, emission traces galaxy
1847,389924281,1739047,20494,single component asymmetric morphology,71287195,single component asymmetric morphology
1848,389924359,1739047,20494,single component,71287180,single component
1849,389924967,1739047,20494,possible artifact,71287166,possible artifact
1850,389925136,1739047,20494,possible artifact,71287115,possible artifact
1851,389925136,1739047,20494,frame,71287115, other source in frame
1852,389925254,1739047,20494,single component,71287255,single component
1853,389925254,1739047,20494,traces,71287255, emission traces galaxy
1854,389925254,1739047,20494,,71287255, 
1855,389925346,1739047,20494,multi component,71287169,multi-component
1856,389925346,1739047,20494,different brightnesses,71287169, different brightnesses
1857,389925420,1739047,20494,single component,71287199,single component
1858,389925420,1739047,20494,possible artifact,71287199, possible artifact
1859,389925449,1739047,20494,single component,71287237,single component
1860,389925571,1739047,20494,diffuse,71287027,diffuse
1861,389925571,1739047,20494,multi component,71287027, multi-component
1862,389925571,1739047,20494,bigger image,71287027, source bigger than image
1863,389925657,1739047,20494,single component,71287288,single component
1864,389925724,1739047,20494,multi component,71287242,multi-component
1865,389925724,1739047,20494,different brightnesses,71287242, different brightnesses
1866,389926272,1739047,20494,multi component,71287111,multi-component
1867,389926383,1739047,20494,multi component,71287099,multi-component
1868,389926383,1739047,20494,asymmetric morphology,71287099, asymmetric morphology
1869,389926484,1739047,20494,larger image,71287138,larger than image
1870,389926484,1739047,20494,asymmetric morphology,71287138, asymmetric morphology
1871,389926512,1739047,20494,single component,71287040,single component
1872,389926545,1739047,20494,single component,71287059,single component
1873,389926609,1739047,20494,multi component,71287051,multi-component
1874,389926609,1739047,20494,sided jet,71287051, one-sided jet
1875,389926823,1739047,20494,single component,71287152,single component
1876,389926823,1739047,20494,diffuse,71287152, diffuse
1877,389926823,1739047,20494,need larger image,71287152, need larger image
1878,389926944,1739047,20494,multi component,71287133,multi-component
1879,389926944,1739047,20494,diffuse,71287133, diffuse
1880,389926944,1739047,20494,asymmetric morphology,71287133, asymmetric morphology
1881,389927175,1739047,20494,multi component,71287158,multi-component
1882,389927175,1739047,20494,asymmetric morphology,71287158, asymmetric morphology
1883,389927249,1739047,20494,multi component,71287295,multi-component
1884,389927249,1739047,20494,different brightnesses,71287295, different brightnesses
1885,389927444,1739047,20494,single component,71287054,single component
1886,389927444,1739047,20494,diffuse,71287054, diffuse
1887,389927538,1739047,20494,single component,71287208,single component
1888,389927538,1739047,20494,asymmetric morphology,71287208, asymmetric morphology
1889,389927538,1739047,20494,traces,71287208, emission traces galaxy
1890,389927621,1739047,20494,need larger image,71287053,need larger image
1891,389927621,1739047,20494,multi component,71287053, multi-component
1892,389927621,1739047,20494,faint core,71287053, faint core
1893,389927621,1739047,20494,bright jet,71287053, bright jet
1894,389927706,1739047,20494,single component,71287170,single component
1895,389927706,1739047,20494,diffuse,71287170, diffuse
1896,389927706,1739047,20494,need larger image,71287170, need larger image
1897,389927706,1739047,20494,asymmetric morphology,71287170, asymmetric morphology
1898,389928054,1739047,20494,traces,71287072,emission traces galaxy
1899,389928300,1739047,20494,single component,71287011,single component
1900,389928300,1739047,20494,possible false connection,71287011, possible false connection
1901,389928457,1739047,20494,single component,71287012,single component
1902,389928457,1739047,20494,traces,71287012, emission traces galaxy
1903,389928548,1739047,20494,multi component,71287134,multi-component
1904,389928548,1739047,20494,double sided jets,71287134, double-sided jets
1905,389928548,1739047,20494,bright core,71287134, bright core
1906,389928748,1739047,20494,multi component,71287062,multi-component
1907,389928748,1739047,20494,possible artifact,71287062, possible artifact
1908,389928926,1739047,20494,multi component,71287088,multi-component
1909,389928926,1739047,20494,sided jet,71287088, one-sided jet
1910,389928926,1739047,20494,bright core,71287088, bright core
1911,389929046,1739047,20494,multi component,71287173,multi-component
1912,389929046,1739047,20494,asymmetric morphology,71287173, asymmetric morphology
1913,389929046,1739047,20494,different brightnesses,71287173, different brightnesses
1914,389929153,1739047,20494,single component,71287222,single component
1915,389929153,1739047,20494,diffuse,71287222, diffuse
1916,389929446,1739047,20494,multi component,71287229,multi-component
1917,389929930,1739047,20494,single component,71287293,single component
1918,389929930,1739047,20494,diffuse,71287293, diffuse
1919,389929997,1739047,20494,single component,71287223,single component
1920,389929997,1739047,20494,traces,71287223, emission traces galaxy
1921,389930464,1739047,20494,multi component,71287029,multi-component
1922,389930649,1739047,20494,multi component,71287076,multi-component
1923,389930649,1739047,20494,different brightnesses,71287076, different brightnesses
1924,389930738,1739047,20494,multi component,71287006,multi-component
1925,389930738,1739047,20494,need larger image,71287006, need larger image
1926,389930814,1739047,20494,multi component,71287101,multi-component
1927,389930814,1739047,20494,possible artifact,71287101, possible artifact
1928,389930991,1739047,20494,traces,71287266,emission traces galaxy
1929,389931033,1739047,20494,traces,71287278,emission traces galaxy
1930,389931033,1739047,20494,single component,71287278, single component
1931,389931057,1739047,20494,single component,71287127,single component
1932,389931086,1739047,20494,single component,71287151,single component
1933,389931086,1739047,20494,traces,71287151, emission traces galaxy
1934,389931192,1739047,20494,multi component,71287211,multi-component
1935,389931192,1739047,20494,need larger image,71287211, need larger image
1936,389931192,1739047,20494,double sided jets,71287211, double-sided jets
1937,389931192,1739047,20494,bright core,71287211, bright core
1938,389931344,1739047,20494,single component,71287256,single component
1939,389931344,1739047,20494,asymmetric morphology,71287256, asymmetric morphology
1940,389931382,1739047,20494,multi component,71287102,multi-component
1941,389931382,1739047,20494,double sided jets,71287102, double-sided jets
1942,389931382,1739047,20494,faint core,71287102, faint core
1943,389931430,1739047,20494,multi component,71287185,multi-component
1944,389935248,1739047,20494,single component,71287282,single component
1945,389935248,1739047,20494,extended,71287282, extended
1946,389935359,1739047,20494,diffuse,71287083,diffuse
1947,389935359,1739047,20494,asymmetric morphology,71287083, asymmetric morphology
1948,389935359,1739047,20494,multi component,71287083, multi-component
1949,389935359,1739047,20494,complex,71287083, complex
1950,389935424,1739047,20494,single component,71287260,single component
1951,389935575,1739047,20494,confused sources,71287248,confused sources
1952,389935575,1739047,20494,compact,71287248, compact
1953,389935575,1739047,20494,follows,71287248, emission follows galaxy
1954,389935575,1739047,20494,need larger image,71287248, need larger image
1955,389935677,1739047,20494,multi component,71287156,multi-component
1956,389935677,1739047,20494,asymmetric morphology,71287156, asymmetric morphology
1957,389935746,1739047,20494,multi component,71287203,multi-component
1958,389935746,1739047,20494,different brightnesses,71287203, different brightnesses
1959,389935746,1739047,20494,linear,71287203, linear
1960,389935802,1739047,20494,single component,71287240,single component
1961,389935885,1739047,20494,multi component,71287002,multi-component
1962,389935885,1739047,20494,diffuse,71287002, diffuse
1963,389935885,1739047,20494,need larger image,71287002, need larger image
1964,389935885,1739047,20494,complex,71287002, complex
1965,389935958,1739047,20494,single component,71287007,single component
1966,389935958,1739047,20494,simple,71287007, simple
1967,389935981,1739047,20494,single component,71287150,single component
1968,389935981,1739047,20494,simple,71287150, simple
1969,389936225,1739047,20494,asymmetric morphology,71287220,asymmetric morphology
1970,389936225,1739047,20494,sided,71287220, one-sided
1971,389936225,1739047,20494,multi component,71287220, multi-component
1972,389936579,1739047,20494,possible artifact,71287155,possible artifact
1973,389936579,1739047,20494,multi component,71287155, multi-component
1974,389936668,1739047,20494,multi component,71287139,multi-component
1975,389936668,1739047,20494,complex,71287139, complex
1976,389936668,1739047,20494,different brightnesses,71287139, different brightnesses
1977,389936668,1739047,20494,asymmetric morphology,71287139, asymmetric morphology
1978,389936694,1739047,20494,single component,71287003,single component
1979,389936694,1739047,20494,simple,71287003, simple
1980,389937185,1739047,20494,single component,71287145,single component
1981,389937185,1739047,20494,simple,71287145, simple
1982,389937258,1739047,20494,multi component,71287263,multi-component
1983,389937258,1739047,20494,linear,71287263, linear
1984,389937258,1739047,20494,double sided jets,71287263, double-sided jets
1985,389937258,1739047,20494,faint core,71287263, faint core
1986,389937258,1739047,20494,bright jets,71287263, bright jets
1987,389937354,1739047,20494,need larger image,71287126,need larger image
1988,389937354,1739047,20494,double sided jets,71287126, double-sided jets
1989,389937354,1739047,20494,complex morphology,71287126, complex morphology
1990,389937354,1739047,20494,bright core,71287126, bright core
1991,389937354,1739047,20494,bent jets,71287126, bent jets
1992,389937819,1739047,20494,possible multi component,71287103,possible multi-component
1993,389937965,1739047,20494,multi component,71287009,multi-component
1994,389937965,1739047,20494,different brightnesses,71287009, different brightnesses
1995,389937965,1739047,20494,linear,71287009, linear
1996,389938007,1739047,20494,multi component,71287268,multi-component
1997,389938007,1739047,20494,need bigger image,71287268, need bigger image
1998,389938086,1739047,20494,single component,71287069,single component
1999,389938086,1739047,20494,simple,71287069, simple
2000,389938121,1739047,20494,multi component,71287238,multi-component
2001,389938417,1739047,20494,single component,71287262,single component
2002,389938417,1739047,20494,asymmetric,71287262, asymmetric
2003,389938461,1739047,20494,multi component,71287189,multi-component
2004,389938461,1739047,20494,diffuse,71287189, diffuse
2005,389938461,1739047,20494,sided,71287189, one-sided
2006,389938523,1739047,20494,follows,71287197,emission follows galaxy
2007,389938523,1739047,20494,multi component,71287197, multi-component
2008,389938577,1739047,20494,need larger image,71287124,need larger image
2009,389938595,1739047,20494,single component,71287153,single component
2010,389938595,1739047,20494,simple,71287153, simple
2011,389938630,1739047,20494,multi component,71287118,multi-component
2012,389938630,1739047,20494,double sided jets,71287118, double-sided jets
2013,389938630,1739047,20494,bright core,71287118, bright core
2014,389938688,1739047,20494,double sided jets,71287271,double-sided jets
2015,389938688,1739047,20494,bright jets,71287271, bright jets
2016,389938688,1739047,20494,bright core,71287271, bright core
2017,389938715,1739047,20494,single component,71287112,single component
2018,389938715,1739047,20494,simple,71287112, simple
2019,389938765,1739047,20494,single component,71287094,single component
2020,389938765,1739047,20494,follows,71287094, emission follows galaxy
2021,389939048,1739047,20494,multi component,71287202,multi-component
2022,389939075,1739047,20494,need larger image,71287142,need larger image
2023,389939075,1739047,20494,linear,71287142, linear
2024,389939075,1739047,20494,complex morphology,71287142, complex morphology
2025,389939075,1739047,20494,diffuse,71287142, diffuse
2026,389939161,1739047,20494,double sided jet,71287280,double-sided jet
2027,389939161,1739047,20494,bright jets,71287280, bright jets
2028,389939201,1739047,20494,single component,71287128,single component
2029,389939201,1739047,20494,simple,71287128, simple
2030,389939229,1739047,20494,single component,71287049,single component
2031,389939229,1739047,20494,simple,71287049, simple
2032,389939275,1739047,20494,multi component,71287044,multi-component
2033,389939275,1739047,20494,sided,71287044, one-sided
2034,389939334,1739047,20494,multi component,71287286,multi-component
2035,389939334,1739047,20494,linear,71287286, linear
2036,389939365,1739047,20494,multi component,71287241,multi-component
2037,389939365,1739047,20494,linear,71287241, linear
2038,389939460,1739047,20494,need larger image,71287184,need larger image
2039,389939460,1739047,20494,linear,71287184, linear
2040,389939460,1739047,20494,complex,71287184, complex
2041,389939654,1739047,20494,multi component,71287164,multi component
2042,389939676,1739047,20494,single component,71287176,single component
2043,389939698,1739047,20494,single component,71287172,single component
2044,389939726,1739047,20494,need larger image,71287005,need larger image
2045,389939726,1739047,20494,single component,71287005, single component
2046,389939726,1739047,20494,extended,71287005, extended
2047,389939758,1739047,20494,need larger image,71287276,need larger image
2048,389939758,1739047,20494,double sided jets,71287276, double-sided jets
2049,389939758,1739047,20494,bright jets,71287276, bright jets
2050,389939776,1739047,20494,single component,71287245,single component
2051,389939776,1739047,20494,simple,71287245, simple
2052,389939814,1739047,20494,need larger image,71287131,need larger image
2053,389939814,1739047,20494,diffuse,71287131, diffuse
2054,389939814,1739047,20494,complex,71287131, complex
2055,389939814,1739047,20494,multi component,71287131, multi-component
2056,389939814,1739047,20494,linear,71287131, linear
2057,389939838,1739047,20494,single component,71287277,single component
2058,389939838,1739047,20494,traces,71287277, emission traces galaxy
2059,389939861,1739047,20494,single component,71287235,single component
2060,389939861,1739047,20494,traces,71287235, emission traces galaxy
2061,389939883,1739047,20494,need larger image,71287196,need larger image
2062,389939925,1739047,20494,single component,71287274,single component
2063,389939925,1739047,20494,sided,71287274, one-sided
2064,389939941,1739047,20494,single component,71287119,single component
2065,389939963,1739047,20494,need larger image,71287105,need larger image
2066,389939963,1739047,20494,bent jets,71287105, bent jets
2067,389939982,1739047,20494,single,71287082,single source
2068,389939982,1739047,20494,simple,71287082, simple
2069,389940006,1739047,20494,single,71287181,single source
2070,389940006,1739047,20494,traces,71287181, emission traces galaxy
2071,389940033,1739047,20494,multi component,71287186,multi-component
2072,389940033,1739047,20494,linear,71287186, linear
2073,389940033,1739047,20494,complex,71287186, complex
2074,389940069,1739047,20494,need larger image,71287191,need larger image
2075,389940069,1739047,20494,diffuse,71287191, diffuse
2076,389940069,1739047,20494,complex,71287191, complex
2077,389940069,1739047,20494,asymmetric,71287191, asymmetric
2078,389940145,1739047,20494,bent jets,71287187,bent jets
2079,389940145,1739047,20494,asymmetric morphology,71287187, asymmetric morphology
2080,389940145,1739047,20494,bright core,71287187, bright core
2081,389940170,1739047,20494,single component,71287023,single component
2082,389940170,1739047,20494,simple,71287023, simple
2083,389940187,1739047,20494,single component,71287071,single component
2084,389940187,1739047,20494,simple,71287071, simple
2085,389940221,1739047,20494,multi component,71287136,multi-component
2086,389940221,1739047,20494,complex,71287136, complex
2087,389940221,1739047,20494,asymmetric,71287136, asymmetric
2088,389940344,1739047,20494,possible false connection,71287050,possible false connection
2089,389940377,1739047,20494,multi component,71287125,multi-component
2090,389940377,1739047,20494,linear,71287125, linear
2091,389940464,1739047,20494,multi component,71287025,multi-component
2092,389940464,1739047,20494,asymmetric,71287025, asymmetric
2093,389940834,1739047,20494,single component,71287036,single component
2094,389940935,1739047,20494,multi component,71287175,multi-component
2095,389940935,1739047,20494,possible artifact,71287175, possible artifact
2096,389940935,1739047,20494,asymmetric shape,71287175, asymmetric shape
2097,389940935,1739047,20494,different brightnesses,71287175, different brightnesses
2098,389940981,1739047,20494,multi component,71287201,multi-component
2099,389940981,1739047,20494,double sided jets,71287201, double-sided jets
2100,389940981,1739047,20494,bright jets,71287201, bright jets
2101,389940981,1739047,20494,faint core,71287201, faint core
2102,389941001,1739047,20494,single component,71287045,single component
2103,389941001,1739047,20494,simple,71287045, simple
2104,389941077,1739047,20494,multi component,71287028,multi-component
2105,389941077,1739047,20494,complex shape,71287028, complex shape
2106,389941077,1739047,20494,asymmetric shape,71287028, asymmetric shape
2107,389941112,1739047,20494,single component,71287149,single component
2108,389941112,1739047,20494,simple shape,71287149, simple shape
2109,389941146,1739047,20494,single component,71287261,single component
2110,389941249,1739047,20494,multi component,71287041,multi-component
2111,389941249,1739047,20494,need larger image,71287041, need larger image
2112,389941338,1739047,20494,multi component,71287254,multi-component
2113,389941338,1739047,20494,need larger image,71287254, need larger image
2114,389941338,1739047,20494,complex shape,71287254, complex shape
2115,389941338,1739047,20494,asymmetric shape,71287254, asymmetric shape
2116,389941411,1739047,20494,possible false connection,71287038,possible false connection
2117,389941411,1739047,20494,possible artifact,71287038, possible artifact
2118,389941641,1739047,20494,need larger image,71287174,need larger image
2119,389941641,1739047,20494,multi component,71287174, multi-component
2120,389941641,1739047,20494,jets,71287174, jets
2121,389941641,1739047,20494,bright jet,71287174, bright jet
2122,389941745,1739047,20494,multi component,71287058,multi-component
2123,389941745,1739047,20494,complex structure,71287058, complex structure
2124,389941745,1739047,20494,multiple sources,71287058, multiple sources
2125,389941745,1739047,20494,false connection,71287058, false connection
2126,389941814,1739047,20494,need larger image,71287281,need larger image
2127,389941814,1739047,20494,multi component,71287281, multi-component
2128,389941814,1739047,20494,double sided jets,71287281, double-sided jets
2129,389941814,1739047,20494,bright core,71287281, bright core
2130,389941870,1739047,20494,need larger image,71287228,need larger image
2131,389941870,1739047,20494,diffuse,71287228, diffuse
2132,389941870,1739047,20494,complex shape,71287228, complex shape
2133,389941870,1739047,20494,asymmetric shape,71287228, asymmetric shape
2134,389941870,1739047,20494,multi component,71287228, multi-component
2135,389942046,1739047,20494,single component,71287107,single component
2136,389942046,1739047,20494,sided,71287107, one-sided
2137,389942073,1739047,20494,single component,71287179,single component
2138,389942073,1739047,20494,traces,71287179, emission traces galaxy
2139,389942137,1739047,20494,multi component,71287004,multi-component
2140,389942137,1739047,20494,double sided jets,71287004, double-sided jets
2141,389942137,1739047,20494,linear,71287004, linear
2142,389943276,1739047,20494,possible artifact,71287200,possible artifact
2143,389943276,1739047,20494,possible false connection,71287200, possible false connection
2144,389943336,1739047,20494,multi component,71287253,multi-component
2145,389943336,1739047,20494,different brightneses,71287253, different brightneses
2146,389943336,1739047,20494,asymmetric shape,71287253, asymmetric shape
2147,389943394,1739047,20494,need larger image,71287052,need larger image
2148,389943394,1739047,20494,diffuse,71287052, diffuse
2149,389943394,1739047,20494,sided,71287052, one-sided
2150,389943438,1739047,20494,multi component,71287161,multi-component
2151,389943438,1739047,20494,different brightnesses,71287161, different brightnesses
2152,389943438,1739047,20494,linear,71287161, linear
2153,389943494,1739047,20494,single component,71287204,single component
2154,389943494,1739047,20494,asymmetric shape,71287204, asymmetric shape
2155,389943494,1739047,20494,sided,71287204, one-sided
2156,389943640,1739047,20494,multi component,71287000,multi-component
2157,389943640,1739047,20494,diffuse,71287000, diffuse
2158,389943640,1739047,20494,complex shape,71287000, complex shape
2159,389943640,1739047,20494,asymmertric shape,71287000, asymmertric shape
2160,389943640,1739047,20494,bent jets,71287000, bent jets
2161,389943640,1739047,20494,bright core,71287000, bright core
